_id,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,shoots,weight
bramlaj01,0.4,1,2.8,0.2,19,Right,227lb
brancad01,15.1,6.4,1.9,2.1,46.1,Right,185lb
brandel01,20.5,15.9,8.5,109.6,50.1,Right,275lb
brandte01,19.7,13.8,3,65.9,47.1,Right,180lb
brannbo01,11.3,7.3,7,5.6,0,Right,215lb
bransbr01,14.4,5.4,2.9,0.9,42.2,Right,220lb
bransje01,19.2,13.1,6.6,5.8,42.8,Right,195lb
brascji01,7.6,3.9,1.2,0.2,0,Right,170lb
bratzmi01,12,7,1.8,11.1,42.6,Right,185lb
braunca01,15.8,13.5,3.4,64.3,0,Right,180lb
breauti01,7.4,2.9,0.9,0.2,40.6,Right,215lb
bremejr01,11.2,6.5,1.8,2.5,44.1,Left,185lb
brennpe01,7.2,2.5,1.9,0.1,0,Right,205lb
brennto01,5.6,0.9,0.5,0.1,0,Right,195lb
breuera01,13.2,6.8,4.4,20.9,46.7,Right,230lb
breweco01,11.8,8.7,2.8,22.5,46.5,Right,186lb
breweja01,7,1.6,0.9,0,41.5,Right,184lb
breweji01,12.2,5.8,6.3,29.3,44.8,Right,210lb
brewero01,13,11.9,1.9,17.3,46.2,Right,180lb
brewero02,14.4,7.8,2.8,30.4,50.5,Right,220lb
brezepr01,13.6,7.2,3.9,10.8,49.8,Right,252lb
brianfr01,13.9,12.3,2.4,30.1,0,Right,180lb
brickfr01,14.2,10,4.7,29.8,52.4,Right,240lb
bridgju01,15.6,13.6,3.5,45,47.7,Right,210lb
bridgbi01,14.5,11.9,11.9,59.9,0,Right,228lb
bridgmi01,10.8,8.3,3.2,2.9,52.3,Right,210lb
bridgmi02,13.1,7.5,4,2.9,52.7,Left,225lb
brighal01,0,9.8,0,0.4,0,Right,195lb
brindau01,0,2.8,0,0.2,0,Right,175lb
briscis01,6.7,3.5,1.9,0.3,43.8,Right,215lb
briskjo01,20.1,20.7,6.5,22.1,46.7,Right,210lb
bristal01,14.6,7.8,4,24.6,46.2,Left,210lb
brittty01,9.5,2.5,1.4,0,0,Right,190lb
brittwa01,13.5,1.3,0.6,0,0,Right,185lb
brittmi01,4.7,1.7,1.4,0.1,50,Right,235lb
brittda01,18,2,1,0,66.7,Right,180lb
brockjo01,10.3,2.1,3.1,3.7,48.8,Right,255lb
broekry01,10.7,4,1.5,0.8,60.3,Right,215lb
brogaji01,13.1,5.1,1.5,1.2,45.4,Right,185lb
brogdma01,15.7,12.8,3.5,13.4,54.8,Right,229lb
brokaga01,13.5,8,1.7,5.3,0,Right,178lb
brookpr01,0,7.8,0,0.2,0,Right,185lb
brookcl01,7.7,2.6,1.5,0.2,30.8,Right,190lb
brookaa01,13.3,9.7,1.7,19.2,48.8,Right,161lb
brookdi01,9.6,10.3,2.9,1.2,49.6,Right,220lb
brookke01,8.3,3.3,1.1,0.1,41.5,Right,200lb
brookma01,13.9,8,2.1,3.3,48.7,Right,200lb
brookmi01,15.2,12.8,6.3,16.5,48.6,Right,220lb
brooksc01,14.5,4.9,1,23.5,50.3,Right,165lb
brownan01,11.4,2.6,2.4,0.3,51.6,Right,245lb
brownan02,5.6,3.9,2.5,0.2,40.7,Right,210lb
brownbo01,0,10.1,0,1.7,0,Right,205lb
brownbo02,8.9,4.4,0.7,1.2,44.6,Right,175lb
brownbr01,6.9,4.3,2.5,1.5,43.6,Right,202lb
brownch01,11.6,5.9,3.1,19,49.4,Right,214lb
brownda02,3.9,2.8,1.3,0.7,35.2,Right,200lb
brownda01,0,1.3,0,0,0,Right,175lb
brownde01,14.6,11.1,2.6,33.4,48.8,Right,160lb
brownde03,7.9,2.1,1,0.1,38.4,Right,185lb
brownde04,13.8,5.2,2.4,4.5,52.5,Left,225lb
brownde02,11.9,7.2,2.8,13.3,45.2,Right,220lb
browner01,9.7,1,2,0.2,16.7,Right,244lb
brownfr01,17.7,14.6,2.7,63.2,48.2,Right,182lb
brownge01,7.2,1,1,0,0,Right,190lb
brownge02,7.3,2.4,0.7,0.3,38.8,Right,210lb
brownha01,0,4.9,0,2.9,0,Right,155lb
brownja01,11,11.9,1.9,0.4,47.9,Right,215lb
brownja02,12.8,11.2,4,9,52.7,Right,220lb
brownjo01,11.7,7.4,4.4,16.2,45.3,Right,220lb
brownke01,11,3.6,2.4,3,45.1,Right,222lb
brownkw01,12.5,6.6,5.5,20.8,49.2,Right,270lb
brownla01,11.4,11.2,2.7,24.8,41.9,Right,160lb
brownle01,0,0,0,0.1,0,Right,190lb
brownle02,18.6,1,1,0.1,0,Left,225lb
brownlo01,9,2.8,1.5,0.2,39.1,Right,189lb
brownma01,10.5,3.4,0.8,0.3,45.8,Right,185lb
brownma02,10.1,5.2,2.1,1.1,43.2,Right,190lb
brownmi01,9.7,5,4.4,15.9,45.5,Right,257lb
brownmy01,14.7,2.3,0.8,0,75,Right,180lb
brownpj01,14.1,9.1,7.7,89.8,46.1,Right,225lb
brownra02,10.3,4.8,1.8,11,42.1,Right,190lb
brownra01,0.9,1,0.9,0.2,28.6,Right,220lb
brownri01,9.8,4.4,3.5,4.7,46.4,Right,215lb
brownro01,17.2,17.4,6.2,65.2,48.8,Right,205lb
brownro02,8.7,2.4,3.5,2.3,40.8,Right,225lb
brownsh01,12.4,7.6,1.9,9.2,46.8,Right,205lb
brownst01,6.1,3.1,1.1,0.2,0,Right,200lb
brownst02,10.1,5.3,2.9,2.8,52.1,Right,232lb
brownti01,10.8,3.9,1.2,0.4,41.3,Right,189lb
brownto01,9.9,6,2.1,4.9,44.6,Right,185lb
browntr01,11.1,4.8,2.8,0.6,46.2,Right,215lb
brownji01,0,1.4,0,0.1,0,Right,235lb
brundst01,10.1,2.3,1.6,0.2,50,Right,210lb
brunkbr01,16.7,8.3,4.3,0.2,54.5,Right,208lb
brunsge01,9.9,6.6,0.6,0.3,48.5,Right,160lb
brunsja01,12.8,9.3,2.3,2.6,52.3,Left,190lb
brunsri01,10.7,3.2,1.3,3.6,42.6,Left,190lb
brussni01,10.5,2.6,1.7,0.6,46.5,Right,195lb
bryanem01,10.1,6.6,2.8,8.6,0,Right,175lb
bryanjo01,12.2,8.7,4,12.9,45.3,Left,185lb
bryanko01,22.9,25,5.2,172.7,48.2,Right,212lb
bryanma01,10.9,5.4,3.8,26.1,50,Right,245lb
bryanth01,20.5,9,5.4,5.6,63.9,Right,248lb
bryanwa01,9.4,3.2,3.7,1.3,40.7,Right,245lb
brynto01,9.1,1.3,0.7,0,0,Right,250lb
buccige01,13,3.9,1.1,0.1,40.3,Right,200lb
buckhjo01,14.2,5.8,4.1,1.2,0,Right,210lb
bucknst01,0,1.3,0.4,0.3,27.3,Right,215lb
buckncl01,15.6,6,3.5,1.3,0,Right,210lb
buckngr01,10.7,5,2.8,20.9,49.8,Right,210lb
bucknqu01,13.4,8.2,2.7,24.7,46.1,Right,190lb
buddda01,12.7,7.1,4.6,11.7,0,Right,205lb
budinch01,13,7.9,3,13.9,50.4,Right,209lb
budkowa01,10.2,8.1,5.4,13.7,0,Right,220lb
buechju01,11.2,3.3,1.8,16.5,49.2,Right,220lb
buforro01,10,6.4,2.6,2.9,43.6,Right,189lb
bullama01,11.9,5.3,2,16.8,52.1,Right,215lb
bullore01,11.2,6.8,2.1,9.7,55,Right,205lb
buncela01,12.6,8.9,6.4,4.3,42,Right,240lb
bunchgr01,9.2,2.3,1.4,0.1,0,Right,190lb
buntdi01,6.6,3.5,1.1,0.3,0,Right,170lb
buntibi01,13.3,7.7,6,0.9,0,Right,250lb
buntibi02,9.6,4.3,2.9,2.7,42.1,Right,200lb
burdeti01,15.3,13.1,2,2.5,44.6,Right,185lb
burkepa01,8.9,3.7,2.1,0.2,41.7,Left,250lb
burketr01,14,10.9,2.1,10.2,46.8,Right,175lb
burkmro01,15.5,0.8,1,0.1,0,Right,175lb
burksal01,13.6,9.5,3,13,46.6,Right,214lb
burksan01,7.2,2.3,0.6,0.1,39.7,Right,200lb
burleke01,5.1,1.8,0.7,0.2,30.7,Right,205lb
burleto01,16.1,9.4,6.3,22.9,44.5,Right,225lb
burmaja01,0,9.8,0,0.4,0,Right,190lb
burnsda01,3.6,2.6,0.6,0.1,43.8,Right,180lb
burnsev01,9.7,2.4,1.3,0.1,40,Right,260lb
burnsji01,6.4,4.4,1.7,0,37.5,Right,195lb
burresc01,13.5,6.9,3.5,16.4,49.1,Right,218lb
burriar01,5.5,2.5,2.8,1,0,Right,220lb
burroju01,9,3.1,1.8,0.2,37.6,Right,242lb
burrobo01,12.4,5.7,4.4,1.9,0,Right,228lb
burtode02,7,2.6,0.9,0.1,45.1,Left,245lb
burtoed01,9.7,2.2,1.2,0,0,Right,225lb
burtowi01,12.7,10.3,2.9,9.1,45.2,Right,210lb
burttst01,10.4,5.8,0.9,0,42.8,Right,185lb
busedo01,13.1,7.1,2.7,57.1,46.5,Right,190lb
bustida01,7.8,3.4,2.1,0.7,43.6,Right,215lb
butchdo01,10.3,6.1,2.9,4.5,0,Right,200lb
butleal01,13,9.8,3,7,0,Right,175lb
butleca01,15,14.1,5,50.9,46.9,Right,228lb
butlegr01,2.9,1.4,1,0.3,35.4,Right,240lb
butleja01,14.6,5,3,1.4,53.9,Right,250lb
butleji01,20,16.7,4.9,66.1,49.1,Right,232lb
butlemi01,11.9,8.8,1.5,7.2,43.6,Right,170lb
butlemi02,10.2,5.2,2,3.1,46.8,Right,210lb
butlera01,10.6,7.5,2.4,20.8,48.3,Right,215lb
buyckdw01,11.7,6.3,1.6,0.3,44.9,Right,190lb
byarsde01,14.9,5,5.5,0.1,27.3,Right,220lb
bynuman01,19.6,11.5,7.7,37.4,55.6,Right,285lb
bynumwi01,14.6,8.1,1.6,7,45.8,Right,185lb
byrdwa01,2.3,1.5,1.1,0.3,32.6,Right,205lb
byrnema01,10.8,5.7,2.2,4.2,46.9,Right,215lb
byrneto01,0,6.5,1.5,6.7,0,Right,175lb
bytzumi01,0,3.5,0,1.4,0,Right,170lb
cabarza01,11.5,4.3,2.1,1.1,44.9,Right,235lb
cableba01,10.6,6.6,5.2,6.5,0,Right,175lb
cabocbr01,10.8,4.9,2.8,1.1,48.6,Right,218lb
caffeja01,12.5,7.3,4.4,13.5,48.1,Right,255lb
cagemi01,13.9,7.3,7.6,74.4,51.5,Left,224lb
calabge01,9.4,4.7,1.4,1.9,0,Right,175lb
calatni01,12.3,4.6,1.9,2.6,46.8,Right,213lb
caldejo01,15.8,8.9,2.4,58.3,54.3,Right,200lb
caldwad01,8.7,2,2.5,1.1,48.5,Left,265lb
caldwji01,13.2,7.1,7.7,5.7,42.6,Right,240lb
caldwjo01,14.7,16.1,5.3,37.8,46.7,Right,195lb
caldwke01,12.1,11.9,3.3,23.8,49.3,Right,205lb
calhobi01,11.1,7.8,4,18.5,0,Right,180lb
calhoco01,9.3,5.3,3.6,14.4,46,Right,210lb
calipde01,1.8,1.6,0.7,0.2,25,Right,165lb
callato01,0,1.3,0,0.1,0,Right,180lb
callori01,6.6,3.2,1.2,0.3,39.1,Right,180lb
calveer01,0,11.9,0,5.8,0,Right,145lb
calvima01,17.4,16.1,2.5,60.4,45.1,Right,165lb
cambrde01,12.1,7,3.2,0.4,48.4,Right,224lb
cambyma01,17.8,9.5,9.8,81.6,46.8,Right,220lb
campbel01,15.9,10.3,5.9,62.8,46,Right,215lb
campbto01,14.5,11.6,3.1,20.7,46,Right,215lb
canaais01,10.7,8.1,1.9,4.3,48.1,Right,201lb
cannola01,14.8,16.6,2.9,7.1,41.5,Right,195lb
capelca01,22.2,12,9.2,31.4,63.5,Right,240lb
caracde01,10,2,1,0.3,48.5,Right,275lb
cardfr01,12.3,9.5,5.6,11.1,46.1,Right,195lb
cardibr01,12.7,4.6,2.3,15.4,48.2,Right,245lb
carlho01,9.4,5.5,1.3,0.5,0,Right,160lb
carlich01,0,5,0,1.6,0,Right,195lb
carlige01,18.1,1.3,0.2,0.1,66.7,Right,180lb
carliri01,7,2.2,0.8,0.5,43.5,Right,210lb
carlodo01,11.9,11.2,5,2.7,41,Right,210lb
carlsal01,9,2.6,2.6,0.1,0,Right,235lb
carlsdo01,0,8,1.7,11.3,0,Right,170lb
carnebo01,8.7,3.6,2.4,0.3,0,Right,170lb
carnero01,11.9,5.9,2,6.2,48.5,Right,205lb
carpebo01,0,7.7,4.1,6.9,0,Left,200lb
carran01,14.2,9.3,3.4,42.1,50.3,Right,225lb
carrau01,15,15.4,2.9,32.9,44.9,Right,200lb
carrch01,11.9,6.7,2.2,3.9,46.2,Right,207lb
carrco01,5.1,4.1,1.2,1.2,34,Right,210lb
carrke01,14.7,11.6,7.4,33.6,51,Right,220lb
carrml01,14,10,4.5,33.5,47.6,Right,205lb
carrida01,15.6,20,3.4,30.5,45.1,Right,185lb
carribo01,9.4,8.2,2.3,1.3,42.8,Right,195lb
carrode01,13.4,9.1,4.3,29.3,50.9,Right,215lb
carrojo01,16.4,17.7,7.7,35.6,47.4,Right,225lb
carroma01,11.6,6.6,1.9,10.7,48.2,Right,212lb
carruji01,9.7,1.3,1,0,66.7,Right,265lb
cartean01,10.8,4.8,2.1,10.4,42.3,Right,190lb
cartebu01,12.7,8.7,1.5,8.5,48.5,Right,180lb
cartefr01,14,15.2,3.9,14.8,0,Right,185lb
cartege01,15.1,18.1,6.8,24.3,44.9,Right,210lb
carteho01,10.3,5.3,1.3,0,44.7,Right,215lb
carteja01,0,3.4,0,0.7,0,Right,195lb
carteje01,7.8,4.4,1.7,0,39.5,Right,196lb
cartema01,5.8,4.2,1.1,0,37.1,Left,210lb
cartere01,9.1,3.5,1.2,0.4,38.8,Right,175lb
cartero01,8,3,1.1,0.2,42.9,Right,190lb
cartevi01,18.8,17.2,4.4,125.5,49,Right,220lb
cartewe01,15.2,10.3,7,1.9,49.3,Right,255lb
cartemi01,13.7,10.9,4.5,5.2,42.3,Right,190lb
cartwbi01,15.2,13.2,6.3,72.8,52.5,Right,245lb
cartyja01,10.1,2.7,2.1,0.1,0,Right,220lb
carusal01,11.2,5.9,2.1,1.5,50.3,Right,186lb
cashco01,12,3.5,2.7,0,0,Right,215lb
cashsa01,3.2,2.9,2.7,0.1,22.2,Right,230lb
cassesa01,19.5,15.7,3.2,87.5,48,Right,185lb
casspom01,13,7.9,4,19.6,52,Right,225lb
catchha01,9.6,3.2,5,21.2,43.5,Right,218lb
catlete01,14.1,12.7,6.4,20.9,48.5,Right,220lb
catlesi01,1.4,0.7,0.4,0.2,0,Right,230lb
catoke01,14.4,5.5,5.3,28.6,50.7,Right,255lb
cattabo01,10.2,3.1,1.4,0.3,40.6,Right,250lb
caulewi01,17,10.1,6.4,17.4,53.5,Right,240lb
caupatr01,30.7,2.5,0.8,0.1,62.5,Right,210lb
causwdu01,11.7,4.9,4.2,15.8,50.8,Right,240lb
cavanty01,12.4,3.8,2.7,1.2,53.4,Right,238lb
cavenro01,4.2,1.4,2.9,0.2,33.7,Right,230lb
cebalce01,19.3,14.3,5.3,40.4,51.8,Right,190lb
celesjo01,2.7,2.3,0.7,0.1,35.6,Right,178lb
cervial01,21,7.9,1.8,21.9,0,Right,170lb
chalmli01,6.5,3.1,0.9,0.2,38.4,Right,180lb
chalmma01,12.7,8.9,2.5,32.3,49.8,Right,190lb
chambbi01,10.6,5.3,2.5,0.5,41.3,Right,188lb
chambwi01,26.1,30.1,22.9,247.3,0,Right,275lb
chambje01,13.2,8.3,3.2,5.2,44,Right,185lb
chambto01,16.5,18.1,6.1,79,47.6,Right,220lb
champmi01,43.7,0,0,0.1,0,Right,230lb
chandty01,16.2,8.4,9.2,101.5,59.6,Right,240lb
chandwi01,13,12.9,5.3,28.3,50.2,Right,225lb
chanedo01,11.6,8.4,4,36.3,43.7,Right,210lb
chanejo01,0,4.4,0,0.1,0,Right,185lb
chapmre01,13.9,14.6,2.5,24.7,47.7,Right,185lb
chapmwa01,8.8,7,2.5,1.1,39.3,Right,190lb
chapple01,15.6,9.3,5.1,21.9,45.2,Right,240lb
charlke01,11.9,8.5,2,9.8,0,Right,180lb
charllo01,11.5,3.4,1.1,0.5,55.7,Right,225lb
chealjo01,2,2,0,0,33.3,Right,190lb
cheanca01,11,9.5,3.2,23.1,48,Left,209lb
cheekma01,16.5,11.1,2.8,103.5,52.6,Right,180lb
cheniph01,15.3,17.2,3.6,39.3,44.5,Right,180lb
cherrwi01,5.8,1.9,0.6,0,31.6,Right,185lb
chievde01,11.8,7.1,2.4,2.7,44.8,Right,195lb
chilcpe01,11.9,4.3,3.3,10.6,48.1,Right,230lb
childjo01,15.6,9.1,4.7,25.7,54.2,Right,210lb
childra01,5.9,2.4,0.5,0.2,40.3,Right,188lb
childch01,11.2,6.9,2.4,22.9,46.1,Right,195lb
chiozch01,7,0.9,0.6,0,37.5,Right,176lb
chollle01,0,2.9,1.1,0.2,0,Right,190lb
choneji01,13.9,12.5,8.2,45.8,47.8,Right,220lb
chrisma01,11.4,7.6,4.5,2.3,48.5,Right,240lb
chrisfr01,16.7,3.3,1.3,0.1,0,Right,210lb
chrisca01,11.8,5.2,5.5,8.2,0,Right,210lb
chrisbo01,12.3,3.8,4.1,5.7,48.5,Right,255lb
chrisdo01,14.6,11.2,4.1,55.7,47.9,Right,200lb
chrisdi01,11.1,2.3,1.2,0.3,42.7,Right,205lb
chrisra01,11,2.1,1.9,0.5,46.7,Right,250lb
chrisse01,5.7,2.9,1.4,0.1,37.2,Right,190lb
chrispa01,2.6,1.5,1.5,0.1,25,Right,209lb
chubist01,14.7,12.8,3.8,12.6,40.1,Right,200lb
churcro01,1.2,1.5,0.8,0.1,37.5,Right,195lb
clarkar01,16.4,16.3,3.3,64.7,0,Right,175lb
clarkca01,9.5,2.4,0.9,0.6,40.7,Right,210lb
clarkea01,10.2,4.4,3,2.9,43.9,Right,225lb
clarkga01,9.2,2.9,2.3,1,46.7,Right,225lb
clarkia01,10.3,5.6,1.3,4.4,51.3,Right,175lb
clarkke01,15.4,8.2,5.9,18.2,50,Left,220lb
clarkri01,4.3,6.2,2.4,0.1,29.7,Right,190lb
clarkco01,23.9,2,0.3,0,75,Right,232lb
clarkjo01,15.3,14.7,3.2,10.5,49.8,Right,194lb
clavegi01,7.4,2.9,1,0.1,50,Right,185lb
clavevi01,7.5,3.2,2.2,0.2,46.6,Right,224lb
clawsjo01,7,4.7,2.8,1.3,47.6,Right,200lb
claxtch01,0.2,0.7,0.7,0,50,Right,265lb
claxtsp01,14.5,9.3,2.5,14.2,41.7,Right,166lb
cleamji01,12.6,8.3,3,29.1,46.1,Right,185lb
cleavma01,8.5,3.6,1,0.8,39.9,Right,205lb
clemeba01,12.4,6.7,3.2,18.6,0,Right,210lb
clevean01,4.5,1.4,0.8,0,45.2,Right,195lb
cliftna01,14.2,10,8.2,15,0,Right,220lb
clossbi01,10.4,9,5,7.1,0,Right,195lb
closske01,14.2,3.9,2.9,1.9,47.1,Left,212lb
cloydpa01,0,2.7,0,0.1,0,Right,180lb
cluggbo01,0,4.4,0,1.1,0,Right,235lb
clydebe01,11.3,2.8,1.6,0.2,0,Right,198lb
cofferi01,7.9,1.3,1.5,0.2,37.3,Right,212lb
cofiefr01,7.7,3.4,1,0.5,40.3,Right,190lb
cokerjo01,8.9,1.6,1.2,0.1,40.9,Right,253lb
coleno01,9.2,7,2,3,44.9,Right,175lb
colembe01,12.3,6.6,4.1,5,51.6,Right,235lb
colemde01,18,16.5,9.3,64.3,46.2,Left,230lb
colemec01,10,7.2,6,12.8,0,Right,225lb
colemja01,15.7,10.6,9.2,47.7,0,Right,195lb
colemno01,6.6,5.3,2.8,0.4,34.8,Right,210lb
colesbi01,12.1,7.8,2.1,27.4,44.7,Right,180lb
collija02,11.7,5.6,2.9,1.9,46,Left,260lb
colliar01,4.3,3.2,1.4,0.4,35.4,Right,185lb
collido02,14.5,9.8,2.8,10.5,48.5,Right,190lb
collido01,16.1,17.9,3.2,38,50.1,Right,180lb
collija01,15.3,2.6,0.6,0,46.4,Right,196lb
collija03,9.4,3.9,2.9,15.7,45.5,Right,255lb
collija04,7,3.6,3.7,20.1,41.2,Right,255lb
colliji01,12.2,3.8,0.9,0.6,0,Right,175lb
collijo01,20.1,14.6,8.4,11.4,59.2,Right,235lb
collima01,7.9,3.9,1.8,1.6,40.5,Right,220lb
collish01,3.6,0.9,0.3,0.2,32,Right,205lb
colliza01,10.9,5.6,3.8,3.6,49.6,Right,235lb
colliky01,10,3.2,3.3,0.5,40.4,Right,210lb
collida01,16.2,12.5,2.7,49.9,51.7,Right,175lb
collini01,13.2,5.9,5.2,44.5,53.6,Right,255lb
colonjo01,0,5.5,0,0.1,0,Right,210lb
colsobo01,12.9,4.9,3.8,0.2,39.7,Right,224lb
colsose01,6.8,1.2,0.5,0.1,27.1,Right,175lb
coltest01,12.9,6.3,2,17.3,46.1,Right,165lb
combsgl01,14.2,16.5,2.6,34.3,47.4,Right,185lb
combsle01,13.5,4.5,1.2,0.4,49.7,Right,210lb
comeajo01,10.3,3.3,1.2,0.4,42.9,Right,193lb
comegda01,10.7,6,3.2,1.1,45.7,Right,205lb
comlela01,5.6,2.1,1.6,0.3,0,Right,210lb
congdje01,8.6,6.5,2,6.3,40.2,Right,180lb
conlege01,10.2,5.9,6.3,5.1,0,Right,225lb
conlela01,11.4,2,0,0,25,Right,175lb
conlemi01,17.7,14.9,3,71.4,49.8,Left,175lb
conlied01,13,10.1,4.8,14.2,0,Right,200lb
conloma01,13.2,6.5,3.5,8.9,50.2,Right,224lb
connapa01,11,4.6,2.3,6.8,53.3,Right,209lb
conneji01,12.2,4.4,1.2,0.3,48.8,Right,190lb
connele01,14.1,6.3,2.7,28.6,45.6,Right,180lb
connoch01,0,4.5,0,0.3,0,Left,190lb
conrowi01,3.1,0.4,0.7,0.4,13.6,Right,195lb
cookan01,11,3.6,3.7,1,43.9,Right,205lb
cookbe01,8.5,3.2,1.9,0,0,Right,185lb
cookbo01,0,11.5,0,1.9,0,Right,155lb
cookbr01,13.1,5.5,2.6,10.2,50.2,Right,234lb
cookda02,9.1,6.4,2.1,4.9,47.6,Right,205lb
cookda01,13.8,9.5,2.1,22.9,45.8,Right,184lb
cookje01,10.9,5.3,4.5,17.7,46.2,Right,215lb
cookno01,9.8,2.4,1.1,0.1,0,Right,210lb
cookom01,9,1.7,0.6,0.1,33.3,Right,190lb
cookqu01,12.9,7.4,2,3.5,56.5,Right,179lb
cookech01,5.1,0.5,0.2,0.2,17.9,Right,196lb
cookeda01,6.7,1.5,1.7,0,18.2,Right,230lb
cookejo01,10.4,4.3,1.6,0.4,0,Right,175lb
cooleja01,15.6,2.9,2.4,0.5,44.9,Right,260lb
coopech01,11,6.7,5.9,11.6,0,Right,210lb
coopedu01,7.7,2.3,0.7,0.5,42.2,Right,185lb
coopejo01,10.5,4.5,4,0.3,50.6,Right,230lb
coopemi01,12.8,8.9,3.2,52.5,50.2,Right,170lb
coopewa01,13.4,7.9,6.2,36.9,45.7,Right,220lb
copato01,10.7,1.5,1.1,0.2,55,Right,275lb
copelch01,12.4,5.8,1.6,2.9,51.6,Right,239lb
copelho01,10.7,5,1.7,1.3,48.8,Right,180lb
copella01,8.2,2.7,0.5,0.4,42.3,Right,190lb
corbity01,13.1,9.2,4.7,56.5,46.8,Right,210lb
corchch01,11.7,3.7,1.2,1.6,45.5,Right,185lb
corleke01,0,0,0,0,0,Right,210lb
corlera01,6.9,4.3,2,0.9,0,Right,180lb
corzida01,13.6,8.5,5.9,37.3,48.5,Right,250lb
costela01,14.5,12.2,3.8,62.7,0,Right,186lb
costema01,9.7,1,2.3,0.1,50,Right,245lb
cottobr01,12,3.8,0.8,0.1,46.2,Right,165lb
cottoja01,0,5.1,0,1.5,0,Right,200lb
cottoja02,12.3,2.6,0.8,0,35.9,Left,220lb
coughjo01,6,2.8,0.8,0.3,37,Right,225lb
countme01,15.3,8.3,6,27.7,0,Right,230lb
courtst01,6.9,4.2,0.9,0.2,0,Right,188lb
courtjo01,9.7,2.8,1.5,0.3,43.7,Right,235lb
cousima01,7.8,1,0.8,0,66.7,Right,245lb
couside01,22.4,21.2,10.9,44.1,47.9,Right,270lb
cousybo01,19.8,18.4,5.2,91.1,0,Right,175lb
covinro01,13.5,12.7,5.5,17.8,51.4,Right,225lb
cowenda01,17,17.6,13.6,86.3,46,Left,230lb
coxch01,1.6,4.1,1.4,0.2,35.1,Right,180lb
coxjo01,10.3,7.8,3.8,0.5,0,Right,180lb
coxwe01,8.9,4.6,2.8,0.1,0,Right,215lb
crabbal01,11.1,9.5,2.9,13.8,53.6,Right,212lb
craigto01,10.2,5.2,3.4,3.9,52.3,Right,215lb
crawfch01,12.9,6.6,2.2,6.5,46.2,Right,235lb
crawffr01,11.4,6.8,2.5,6.1,0,Right,189lb
crawfja01,15.1,14.6,2.2,60.6,47.7,Right,185lb
crawfjo01,10.8,4.5,2,0,35,Right,210lb
crawfjo02,14.1,12.2,2.5,6.3,46.4,Right,195lb
creekmi01,20.2,4.2,2.4,0.2,50,Right,216lb
creigji01,5.5,1,1.4,0.2,0,Right,200lb
creviro01,31.7,0,0.3,0.1,0,Right,235lb
crislha01,0,1.5,0,0.1,0,Right,215lb
crispjo01,17.1,3.8,0.5,0.4,49.3,Right,185lb
crissch01,12.8,8.5,1.4,13.7,43.5,Right,165lb
critcru01,7.9,3.4,0.6,0.1,36.1,Right,150lb
critewi01,9.1,2.8,2.1,0.1,47.9,Right,233lb
crittja01,10.6,5.3,2.4,0.1,45.4,Right,200lb
crockdi01,12.8,8.8,2.2,1.8,0,Right,205lb
croftbo01,9.5,5.2,3.3,0.6,36.2,Right,200lb
crompge01,5.6,1.2,1.7,0.1,37,Right,280lb
crosbte01,3.5,1.5,0.3,0,50,Right,195lb
croshau01,14.3,6.8,4,27.6,46.6,Right,235lb
crossje01,1.5,1.2,1.4,0.1,25,Right,240lb
crosspe01,12.5,5.8,8.3,4.2,0,Right,230lb
crossru01,15.3,3.7,1.8,0.8,57.1,Right,215lb
crossch01,0,4.7,0,3.7,0,Right,165lb
crottjo01,12.7,4,1.1,12.1,48.1,Left,185lb
crowbi01,12.3,3,2,0.2,12.5,Right,180lb
crowma01,12.8,5.6,1.8,0.2,0,Right,210lb
crowdco01,7.6,2.1,0.8,0.2,42.2,Right,214lb
crowdja01,13,9.5,3.9,28.7,51.1,Right,235lb
cuetoal01,11.4,5.3,4.9,2.2,40.7,Right,230lb
cummipa01,13.3,9.6,5.6,22.6,49.7,Right,230lb
cummite01,18.3,16.4,7.3,91.1,48.5,Right,220lb
cummivo01,11.8,6.9,1.9,2.2,42.3,Right,185lb
cunnibi01,20,21.2,10.4,78.6,45.2,Left,210lb
cunnida01,11.1,5.8,3.7,24.9,49.8,Right,230lb
cunnidi01,10.5,2.8,3.7,4.2,0,Right,245lb
cunnija01,6.8,2.3,0.7,0.2,40.2,Right,195lb
cunniwi01,2.2,0.6,1.7,0.1,25.9,Right,250lb
curcira01,13.5,2.9,2.5,0.3,39,Right,275lb
curear01,0,0.8,0,0,0,Right,198lb
curetea01,10.4,5.4,4.7,14.4,47.3,Right,210lb
curlebi01,8.2,2.7,2,1.6,44.6,Right,220lb
currafr01,0,4.9,0,9.2,0,Right,175lb
curryde01,16,11.7,2.4,41.5,51.3,Right,190lb
curryed01,15.9,12.9,5.2,21.7,54.5,Right,295lb
curryja01,0,0,0,0,0,Right,190lb
currymi01,7.5,4.5,1.6,17.8,46.3,Right,210lb
curryse01,13.8,9.3,1.9,8.4,57.5,Right,185lb
curryst01,23.8,23.5,4.5,102.9,58.2,Right,190lb
cvetkra01,2.1,0.7,0.8,0.1,31.3,Right,260lb
dantomi01,10.2,3.4,1.5,2,41.4,Right,185lb
dabicmi01,12,2,1.3,0.2,66.7,Right,242lb
dahleed01,10.3,2.5,1.6,0.1,0,Left,190lb
