_id,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,shoots,weight
edwarco01,8.6,2.7,2.5,0.1,32.3,Right,275lb
edwardo01,8.4,2.4,1.8,0.2,37.8,Right,220lb
edwarfr01,12.6,6.1,1,3.9,44.9,Right,170lb
edwarja01,14.7,12.7,5.1,59.7,49.5,Right,225lb
edwarja02,7.8,1.8,0.5,0,42.9,Right,185lb
edwarjo01,6,1.5,1,0.1,44.7,Right,275lb
edwarke01,12.7,10.9,2.7,12.5,43.7,Right,190lb
edwarsh01,1,1,1,0,33.3,Right,220lb
edwarvi01,3.8,1.5,1,0,37.5,Right,225lb
eganjo01,12.1,7.8,1.8,23.7,,Right,180lb
egglelo01,0,2,0,0,,Right,170lb
ehlerbu01,0,8.1,0,3,,Right,198lb
ehlocr01,13.4,8.6,3.6,41.2,50,Right,180lb
eichhdi01,12.2,2,1,0,,Right,200lb
eisleho01,11.5,6.5,1.7,19.5,46.3,Right,177lb
ekeziob01,11.2,3.6,2.7,1.7,42.3,Right,270lb
elamikh01,12.2,6.3,1.6,0.6,41.5,Right,200lb
eliasdo01,0,0,0,0,,Right,210lb
eliema01,13.1,8.6,2.8,48.9,53.7,Right,210lb
ellefra01,0,1,2.7,0.1,,Right,230lb
ellenhe01,10.8,4.3,2.5,0.3,45.4,Right,245lb
ellinwa01,11.2,8.2,2.2,17.8,51.3,Right,200lb
elliobo01,12.3,7,3.6,3,49.6,Right,225lb
elliose01,13.9,14.2,4.3,55.7,50,Right,205lb
ellisbo02,10.2,3.6,2.9,2.5,43.1,Right,197lb
ellisbo01,12.8,5.1,5.2,3.1,,Right,185lb
ellisda01,16,15.7,3.5,84.7,53.6,Right,205lb
ellisha01,16.4,5.8,2,4.6,52.8,Right,200lb
ellisjo01,12.1,8.8,5.1,5,,Right,175lb
ellisla01,14.6,11.9,6.5,32.8,47.1,Right,240lb
ellisle02,11.9,3,2.4,1.2,43.3,Right,225lb
ellisle01,13.2,9.7,8.3,46.3,,Right,210lb
ellismo01,16,17.8,3.5,41.9,48,Right,185lb
ellispe01,15.2,9.5,6.7,21.8,51,Right,210lb
elmorle01,11.5,6,5.1,18.9,41,Right,220lb
elsonfr01,10,3.7,3.5,11.7,47.9,Right,235lb
elstoda01,8.7,7.8,2.2,0.3,40.4,Right,190lb
elyme01,10.6,5.3,3.2,4,46,Right,260lb
embiijo01,24.5,24.3,11.4,16.8,51.4,Right,250lb
embrywa01,15.1,12.5,9.1,37.8,,Right,240lb
emmetan01,8.5,1.4,0.6,0.1,46.2,Right,230lb
endrene01,0,0.9,0,0.1,,Right,200lb
englech01,7.2,1.8,2,0.6,41.1,Right,245lb
englewa01,12.4,2.5,1.5,0,37.9,Right,245lb
engliaj01,11.6,9.9,2.1,1.1,43.8,Right,175lb
englial01,19.9,21.5,5.5,100.7,50.7,Right,190lb
englicl01,3.8,1.5,1.1,0.3,,Right,185lb
englijo01,6.4,3.6,1.1,0,44.7,Right,195lb
engliki01,7.9,2.9,0.9,0.2,43.8,Right,200lb
englisc01,11.9,5.6,4,0.9,41.4,Right,205lb
engluge01,0,7.8,0,4.2,,Right,205lb
ennisja01,11.5,6.5,3.2,11.7,53.6,Right,210lb
ennisty01,10.3,4.2,1.3,1.3,46.3,Right,194lb
eppsra01,7.9,2,0.4,0.1,,Right,195lb
erdense01,10.1,3.8,2.8,1.8,54.6,Right,240lb
eriasbo01,8.9,8.2,4.6,0.1,,Right,220lb
erickke01,12.2,9.5,4.5,25.2,,Right,195lb
ervinju01,23.6,24.2,8.5,181.1,50.9,Right,210lb
eschmev01,10.6,2.8,3.9,4,46.3,Right,255lb
eskrija01,0,2.8,0,0.6,,Left,200lb
esposvi01,5.2,3.9,0.5,0.6,42.5,Right,198lb
eubandr01,15.1,1.8,1.5,0.3,57.7,Right,245lb
evansbi01,4.1,1.9,0.7,0.4,36.8,Right,170lb
evansbo01,0,3,0,0.3,,Right,175lb
evansbr01,11.8,3.7,1.6,1.7,43,Left,220lb
evansea01,10.3,4.4,2.1,0.1,47.5,Right,202lb
evansja02,3.5,1.3,0.8,0.1,37.7,Right,210lb
evansja01,6.7,4.2,1.7,0.4,37.3,Right,185lb
evansje01,17.3,3.5,2.6,8.2,57.3,Right,200lb
evansma01,11.9,6.7,2.5,21.7,50.8,Right,220lb
evansmi01,12,7.7,1.4,9.3,48,Right,170lb
evansre01,11.7,4.1,7.1,27.1,46.6,Right,245lb
evansty01,17.1,15.7,4.6,28.4,47.1,Right,220lb
ewingda01,8.3,3.4,1.2,0.8,43.3,Right,185lb
ewingpa01,21,21,9.8,126.4,50.5,Right,240lb
ewingpa02,0.6,0.4,0.3,0.1,0,Right,235lb
exumda01,8.1,5.9,1.8,2.7,46.8,Right,190lb
eyengch01,8.6,6.3,2.7,0.4,45,Right,210lb
ezelife01,13.4,4.2,4.3,5.9,51.3,Right,255lb
ezersjo01,0,7.6,0,1.5,,Right,175lb
fabeljo01,0,2.1,0,0.2,,Right,190lb
faircjo01,11.9,6.6,3.2,1.8,41,Right,205lb
farbmph01,0,3.2,0,1.4,,Right,185lb
farieke01,19.7,11.4,8.1,38.8,54.8,Right,220lb
farledi01,12,6.5,2.5,8.2,,Right,190lb
farmajo01,13.3,7.7,1.9,13.9,50.7,Right,180lb
farmede01,6,2.4,0.6,0,39.7,Left,220lb
farmeji01,10.9,5.3,1.4,0.7,44.5,Right,190lb
farmemi01,9.9,6.7,4.6,6.3,,Right,210lb
farmeto01,15.5,5.3,3.2,3.2,40.8,Right,244lb
faughbo01,0,6.7,0,1.7,,Right,185lb
favervi01,11,4.4,3.5,0.3,47.6,Right,260lb
favorde01,18.9,11.6,7.2,49.5,52.8,Right,265lb
fazekni01,19.6,4.1,3.4,0.8,56.1,Right,235lb
fedorda01,2.2,0.9,0.9,0.1,,Right,190lb
feeribo01,0,13.3,0,41.7,,Right,190lb
feherbu01,15.9,5.2,1.5,1.5,,Right,185lb
feickja01,12.4,4.5,7.1,8.2,43.2,Right,255lb
feierro01,12.2,3,0.6,0,,Right,185lb
feigege01,2.2,3.1,1.4,0.6,,Right,185lb
feitlda01,9.8,4.3,3,1.4,43.3,Right,235lb
feldeka01,9.3,3.8,1,0.4,38.8,Left,176lb
feliccr01,14.2,4.6,4.1,7.7,56.8,Right,265lb
felixca01,13.3,2.7,0.9,0,57.1,Right,201lb
felixno01,1.1,1.5,1.1,0.3,26,Right,225lb
felixra01,16.9,10.9,8.9,39.6,,Right,220lb
feltora01,13.8,11.2,3,40.2,45.9,Right,205lb
fendlja01,10.2,2.8,1.2,2.1,,Right,180lb
fenlewa01,0,2.6,0,0.1,,Right,190lb
fergude01,11.3,1.9,0.6,0,54.2,Right,203lb
fergute01,6.7,5.2,1.4,4,54.7,Right,190lb
fernaru01,14,9.1,2.4,14.2,51.1,Right,185lb
fernser01,11.7,2.4,1.7,3.3,44.5,Right,205lb
ferraal01,9.4,6.8,2.2,8.9,,Right,190lb
ferrero01,7.6,0.8,1.1,0.2,5.6,Right,240lb
ferredu01,12.9,6.4,1.9,15.7,48.7,Right,209lb
ferreyo01,12.2,8.6,2.4,6.8,50.9,Right,180lb
ferriar01,0,5.8,4,7.6,,Right,180lb
ferrybo01,13.7,9.1,5.3,20.2,,Right,230lb
ferryda01,11.8,7,2.8,34.8,50.6,Right,230lb
fesenky01,8.5,2.3,2,0.9,49.6,Right,288lb
fieldbo01,9.2,2.5,1.4,0.2,47.9,Right,175lb
fieldke01,11.7,6.2,2.5,4.2,47.5,Right,220lb
fieldla01,12.1,6.8,4.3,10.5,51.5,Right,210lb
filipro01,13.5,2.3,1.3,0,,Right,205lb
fillmgr01,8.1,2.4,2.2,0.3,,Right,240lb
finchla01,9.7,8.6,1.7,1.7,44.5,Right,185lb
finkeha01,12.6,5.1,3.9,13.5,,Left,240lb
finlemi01,16,15.7,4.4,85.2,49.2,Right,215lb
finnda01,12.9,7.3,3.9,1,,Right,185lb
finnedo01,9.3,5.9,3.7,4.8,48.4,Right,220lb
fishma01,11.9,3.5,2.2,0.6,50,Left,235lb
fishede01,11.7,8.3,2.1,62.3,46.6,Left,200lb
fisheri01,25.1,3.1,2.7,0.2,52.9,Right,215lb
fitchge01,10.2,4.7,1.7,0.1,37.6,Right,188lb
fitzgbo01,0,3.1,0,0.2,,Right,190lb
fitzgdi01,0,4.5,0,0.9,,Right,175lb
fizerma01,13.4,9.6,4.6,2.7,43.9,Right,262lb
fleisje01,13.7,5.8,4.6,7.8,,Left,190lb
flemial01,10.7,2,1.5,0,,Right,215lb
flemied01,14.1,8.6,5.2,9.8,,Right,189lb
flemive01,15.1,11.3,3.4,52,50.1,Right,185lb
florelu01,10.1,2.2,0.2,0,56.9,Right,200lb
flowebr01,15.2,4.9,3.4,1.7,53.4,Right,225lb
floydsl01,15.5,12.8,2.6,50.6,47,Right,170lb
flynnjo01,11.3,9.2,1.9,1.1,44.2,Right,185lb
flynnmi01,12.1,6.2,2.1,2.8,42.9,Right,180lb
foglela01,0.5,1,1.5,0,,Right,205lb
foleyja01,15.6,4.8,1.5,0.1,,Right,170lb
fontais01,0.9,1.8,0.8,0.2,25,Right,210lb
fontale01,12.1,3.8,0.4,0.3,,Right,190lb
footeje01,0.9,1,1.5,0.1,33.3,Right,265lb
forbebr01,10.5,8.2,1.9,6,53.9,Right,190lb
forbega01,12.4,5.8,2,1.7,47.8,Right,220lb
fordal01,4.4,3.2,1.8,0.4,31.7,Right,190lb
fordal02,9.4,2.5,1.7,0.8,50.7,Right,275lb
fordbo01,2.8,1.6,1.3,0.1,29.4,Right,228lb
fordch01,12.2,9.2,3,35.6,46.9,Right,190lb
forddo01,10.8,6.4,3.6,12.7,46.4,Right,215lb
fordja01,15.4,4.1,0.6,0.7,,Right,180lb
fordph01,13.9,11.6,1.8,23.3,46.9,Right,175lb
fordsh02,0.6,1.3,1,0,66.7,Right,225lb
fordsh01,16.4,3.2,0.9,0.4,40,Right,210lb
fordtj01,15.1,11.2,3.1,16.9,44.8,Right,165lb
formado01,0,4.1,0,0.8,,Right,175lb
forreba01,10.6,4.1,4.1,2.7,,Right,235lb
fortejo01,3.2,1.2,0.7,0.4,23.4,Right,194lb
fortsco01,9.9,3.5,1.5,0,39.1,Left,185lb
fortsda01,16.2,8.2,7.2,22.3,47.2,Right,260lb
fostefr01,10.7,7.8,2.4,2.9,,Right,210lb
fostegr01,8.9,3.9,2.6,5.6,44.4,Right,240lb
fosteje01,14.2,4.9,6.9,47.5,49.8,Right,236lb
fosteja01,5.3,3.7,1.3,1.4,37.4,Right,175lb
fostero01,10.9,7.5,1.2,2.2,46.5,Right,160lb
fotsian01,11.3,3.9,2.2,0.1,43.8,Right,219lb
fournev01,13.3,13.5,2.8,19.4,52.2,Right,205lb
foustla01,18.4,13.7,9.8,74.3,,Right,215lb
fowleca01,9.1,4.4,2.2,2.1,46.7,Right,175lb
fowleje01,3.8,1.5,1.7,0.1,,Right,230lb
fowlktr01,10.1,2.9,2.2,2.1,41.6,Right,220lb
foxde01,15.1,14.6,3.3,5,47.4,Left,175lb
foxha01,10,3.1,0.8,0,,Right,175lb
foxji01,15.2,9.3,7.4,41.8,,Right,230lb
foxri01,13.6,9.6,3.8,44.7,50.1,Right,230lb
foyera01,12,10.3,2.2,23.5,48.2,Right,213lb
foylead01,12.3,4.1,4.7,18.7,47.7,Right,250lb
frahmri01,12,3.6,1.2,2.8,52.1,Right,210lb
francst01,18.3,18.1,5.6,54.1,46.3,Right,195lb
frankte01,10.3,6.5,3.9,4,43.9,Right,225lb
frankna01,0,2.7,0,0.2,,Right,195lb
frankja01,4.7,1.8,1,0,48.8,Right,191lb
frankwi01,11.3,6.1,3.7,0.2,41.7,Right,220lb
franzro01,14.2,11.7,5.3,18.1,45.4,Right,205lb
frazime01,1.2,1.5,0.5,0.1,33.3,Left,200lb
fraziti01,12,5.2,2.4,6.6,46.3,Right,170lb
fraziwa01,19.1,18.9,5.9,113.5,49,Right,200lb
fraziwi01,14.8,9.8,7.1,4.6,41.5,Right,210lb
fredean01,12.3,4.9,1.9,0.7,44.3,Right,205lb
fredeji01,12.5,6,1,2.2,48.4,Right,195lb
freewo01,18.8,20.3,2.7,67.7,46.3,Right,185lb
freeljo01,11.1,3.2,3.4,3.2,45.9,Right,250lb
freemdo01,18.2,18.9,3.5,58,45.7,Right,185lb
freemga01,15,3.2,2,1.2,,Right,210lb
freemro01,10.9,3,1.5,0,,Right,225lb
freijma01,4.6,3.2,2,0.6,34,Right,240lb
freyfr01,0,3.8,0,1.2,,Right,195lb
frienla01,7.7,4,2.4,0.4,,Right,185lb
frinkpa01,7.9,2.6,0.9,0.5,,Right,195lb
fritsji01,7.7,3.9,3,1.6,,Right,210lb
fryech01,13.3,8.7,4.5,38.9,51.9,Right,255lb
fryerbe01,11.9,6.3,1.9,2,44.7,Right,185lb
fucarfr01,0,5,0,0.4,,Right,175lb
fuetshe01,0,2.6,0,0.9,,Right,170lb
fulksjo01,10.8,16.4,5.3,29.2,,Right,190lb
fulleca01,10.1,5.7,4.7,1.3,45.6,Right,225lb
fullehi01,3.6,2,2.8,0.1,37.5,Right,240lb
fulleto02,10.3,3.7,3,2.2,42.2,Left,255lb
fulleto01,6.9,4,2.8,0.1,36.4,Right,180lb
fultzma01,11.2,7.7,3.4,0.5,42.1,Right,200lb
fundela01,16.4,6.4,3.6,12.9,50.6,Left,230lb
furlote01,16.2,10.7,2.1,7.3,46.5,Left,190lb
gaborbi01,12.8,9.8,1.8,11.2,,Right,170lb
gadzuda01,14.4,4.7,4.4,15.8,50,Right,240lb
gaide01,0,0,0,0,0,Right,250lb
gaineel01,0,1.5,0,0.3,,Right,195lb
gainebi01,7.6,2,1,0,50,Right,185lb
gaineco01,10.8,3.1,0.9,1.1,44.9,Right,195lb
gaineda01,4.8,3.3,3.3,0.1,28.1,Right,170lb
gainere01,5.3,1.7,0.7,0.6,34.8,Right,205lb
gainesu01,14.5,4.5,1.5,1.4,44.5,Right,185lb
galemi01,12.4,7.4,2.9,34.6,46.6,Right,185lb
gallach01,66.8,3,0,0.1,100,Right,255lb
gallaha01,21.5,13,11.9,78.4,,Right,210lb
gallida01,16.9,15.9,4.9,50.4,50.9,Right,225lb
gallola01,11.4,8.2,2.6,10.7,47.9,Right,200lb
gambeda01,14.5,10.6,5.2,35.1,,Right,215lb
gamblke01,14.2,9.5,2.2,33.3,52.4,Right,210lb
ganttbo01,0,3.1,0,1.3,,Right,205lb
garbajo01,12,8,4.7,3,48,Right,245lb
garceru01,9.7,1.2,2.2,0,31.8,Right,245lb
garcial01,7.4,4.7,1.5,0.1,36.4,Left,220lb
garcifr01,12.3,7.9,2.6,18.2,50.7,Right,195lb
gardnch01,10.4,4.7,3.2,1,40.6,Right,205lb
gardnea01,0,1.8,0,0.7,,Right,195lb
gardnke01,10.1,1.6,1.4,0.1,33.3,Right,205lb
gardnth01,2.4,2.3,0.6,0.4,36.4,Right,225lb
gardnve01,11.1,8.9,4,7.4,,Right,200lb
garfija01,0,5.2,0,0.9,,Right,190lb
garinpa01,9.2,0,1.4,0.2,0,Right,210lb
garlaga01,10.2,4.3,1.8,0.5,44.4,Right,180lb
garlawi01,12.5,9.4,2.8,14.2,43.8,Right,170lb
garmadi01,14.2,13.3,4.2,25.6,,Right,200lb
garnebi01,1.2,1.5,2.2,0.7,27.2,Right,220lb
garnech01,4.1,1.6,0.8,0.8,29.9,Right,156lb
garnebi02,12.3,5.5,4.3,10.8,49,Right,225lb
garneke01,22.7,17.8,10,191.4,50.1,Right,240lb
garnema01,6.5,2.1,0.9,0,35.3,Right,186lb
garrebi01,9.8,6.5,0.8,0,40.7,Right,213lb
garreca01,8.9,5.2,2.6,2.6,46.1,Right,190lb
garrede01,13.3,4.8,5,14.1,48,Right,225lb
garredi02,7.3,3.2,1.2,1,43.5,Right,190lb
garredi01,10.8,10.3,3,6,,Right,185lb
garrero01,13.4,5.1,2.3,5.4,,Right,210lb
garrito01,11.6,5.4,2,5.9,47.1,Right,185lb
garrijo01,18.5,4,2.3,0.9,51,Right,205lb
garriki01,7.5,2.3,0.6,0.2,35.3,Right,183lb
garripa01,10.7,7.3,2.6,18.7,50.6,Right,238lb
garviji01,3.9,0.3,0.8,0,,Right,200lb
gasolma01,18.5,15,7.7,79.5,50.1,Right,255lb
gasolpa01,21.4,17,9.2,144.1,51.3,Right,250lb
gatesfr01,0,4.5,0,1.3,,Right,160lb
gatlich01,17.6,10.3,5.3,32.1,51.7,Left,220lb
gattike01,13,7.9,4.7,16.9,52,Right,225lb
gayru01,16.8,17.6,5.9,54.9,49.1,Right,230lb
gaydaed01,0,3.7,2.6,0.6,,Right,210lb
gazean01,9.6,1.7,0.5,0.1,48.8,Right,205lb
gbinimi01,2.1,0.4,0.3,0.1,10,Right,200lb
gearyre01,7.3,2.1,0.8,0.6,38.8,Right,187lb
geeal01,10.7,6.6,3.3,9.7,47.4,Right,225lb
geigema01,15.2,9.2,5.7,28.4,50.1,Right,243lb
gelabmi01,10.5,4.6,2.3,3,50.8,Right,215lb
georgde01,10.6,5.6,3.1,18.2,45.6,Right,220lb
georgja01,12.2,10.2,4.2,17.7,,Right,190lb
georgpa01,19.2,19.8,6.4,65.2,50.9,Right,220lb
georgta01,10.7,4.2,1,1.3,41.5,Right,190lb
georgma01,7.5,1.6,0.5,0.3,46.4,Right,216lb
gerargu01,13.8,8.4,4.1,11.1,43.9,Right,200lb
gervide01,16.3,8.8,2.3,2.1,44.1,Right,200lb
gervige01,21.4,25.1,5.3,116.3,50.7,Right,180lb
getchgo01,0,0.3,0,0.1,,Right,205lb
gianejo01,11.7,7.8,5.9,23,47,Right,220lb
gibbsdi01,9.8,5.2,1.9,2.6,,Right,210lb
gibsoda01,10.8,7.8,2,16,51.2,Right,190lb
gibsode01,0,6.4,0,2.7,,Right,175lb
gibsoho01,0,5.5,0,0,,Right,198lb
gibsojo01,11.8,6.7,1.2,0,50.4,Right,185lb
gibsome01,2.5,1.4,0.4,0.1,,Right,180lb
gibsomi01,8.6,1.6,1.7,0.3,38.7,Right,205lb
gibsota01,15.5,9.8,6.4,49.8,51.4,Right,232lb
giddejr01,9.7,1.9,1.4,0.1,47.6,Right,215lb
gildetr01,30.9,1,0.5,0,100,Right,185lb
gilesha01,14.4,7,3.8,1,50.3,Right,240lb
gilgesh01,13.4,10.8,2.8,3.3,51.2,Right,181lb
gilled01,9.9,3.1,1.1,1.9,42.4,Right,190lb
gillke01,14.7,13.4,4.1,47.8,44.8,Right,195lb
gillebe01,5,1,1,0,31.6,Right,235lb
gilleja01,0.8,1,3.5,0.1,0,Right,215lb
gillege01,0,0.6,0,0.2,,Right,205lb
gilliar01,16.4,13.7,6.9,58.1,48.9,Right,230lb
gillihe01,13.8,10.8,3.8,20.8,,Right,190lb
gilmoar01,21.4,18.8,12.3,189.7,58.2,Left,240lb
gilmowa01,6.4,2.1,2.7,0.2,,Right,225lb
gilmuch01,0,5.8,4.7,15.1,,Right,225lb
ginobma01,20.2,13.3,3.5,106.4,52,Left,205lb
giricgo01,11.8,9.6,2.5,8,48.6,Right,210lb
givenja01,12.3,6.7,2.9,4.3,40.1,Left,205lb
gladnmi01,9.5,2.2,2.2,0.2,42.4,Right,220lb
glamage01,0,9.3,0,0.2,,Right,225lb
glassge01,13.3,7.7,2.5,1.8,44.2,Right,221lb
glennmi01,15.1,7.6,1.2,25.3,54.3,Right,175lb
glickno01,0,2,0,0.1,,Right,190lb
gloucge01,5.7,4.9,3.3,0.5,40.4,Right,235lb
glovecl01,14,2.6,1.8,0.3,,Right,210lb
glovedi01,12.8,8.2,3.1,5.8,44.5,Right,228lb
glynian01,3.3,1.3,0.6,0.2,47.1,Right,280lb
gminsmi01,16.3,11.7,6.9,55.9,46.5,Right,250lb
goberru01,21.5,11.1,10.5,52.8,62.9,Right,245lb
godfrda01,18.5,1.2,0.2,0.1,41.7,Right,250lb
golato01,14.1,11.3,8,53.2,,Right,205lb
goldfbe01,0,1,0,0,,Right,185lb
goldwan01,12.7,6.3,1.3,6.4,47.9,Right,182lb
gomesry01,12.5,10.1,4.6,19.4,48.4,Right,250lb
gondrgl01,13.7,5.8,4.5,15.9,47.4,Right,218lb
gondrgr01,11.1,5,1.6,0.8,44.7,Right,205lb
goodedr01,16.3,11,7.1,43.9,46.8,Right,250lb
goodrga01,16.7,18.6,3.2,76.3,,Left,170lb
goodrst01,2.7,1.1,1.2,0.2,33.9,Right,220lb
goodwar01,11.6,6.3,2,1.1,45.5,Right,200lb
goodwbr01,8.3,1.4,0.2,0,30.4,Right,180lb
goodwpo01,0,4.4,0,0.4,,Right,203lb
gordoaa01,15.3,12.5,6.2,18,50.2,Right,220lb
gordobe01,14.9,14.9,2.5,33.3,49.7,Right,200lb
gordodr01,3.7,1.9,2,0.1,42.1,Right,245lb
gordoer01,14.5,16.7,2.5,33.6,51.5,Right,215lb
gordola01,9.4,5.6,1.3,2.7,40,Right,185lb
gordopa01,0,0.8,0,0.1,,Right,185lb
gortama01,17.1,9.9,7.9,61.3,55.2,Right,240lb
gottlle01,0,5.5,0,1.8,,Right,180lb
goudean01,8.6,4,0.7,0,46.7,Right,200lb
govange01,10.2,7.7,10.5,27,40.6,Right,220lb
govedba01,7.1,3.3,0.8,0.2,,Right,185lb
grabojo01,13.5,11,8.1,25.5,,Right,195lb
graceri01,10.8,1.3,0.3,0,66.7,Left,180lb
grahaca01,2.2,1.6,1.3,0,28.6,Right,195lb
grahade01,10.3,4.7,1.4,0.5,42.1,Right,185lb
grahagr01,10.6,4.5,1.1,1.3,43.7,Right,174lb
grahajo01,11,5.9,2.8,7.8,49.8,Right,225lb
grahama01,8.3,4.7,1.7,0.8,,Right,185lb
grahaor01,6.7,1.1,1.6,0,30,Right,220lb
grahapa01,13.7,8.4,2.4,5.7,48.7,Right,200lb
grahast01,8.2,4,1.8,1.7,47.7,Right,215lb
grahatr01,8.1,4.1,2,2.7,49.2,Right,225lb
grandji01,16.5,3,1.9,0.4,59.5,Right,235lb
grandro01,9.8,2.4,1.6,1.2,41.3,Right,215lb
grangda01,16.9,16.8,4.9,48.5,50,Right,222lb
grangst01,8.4,4,1,0.1,42.1,Right,190lb
grantbr01,14.9,10.5,7.4,54.5,49.1,Right,254lb
grantbu01,0,2.6,1.9,1.1,,Right,195lb
grantga01,13.4,7.9,2.3,12,46.2,Right,185lb
grantgr01,9.9,2.8,0.9,1.6,40.8,Right,140lb
grantha01,12.7,9.9,4.4,36.4,47.3,Right,195lb
grantho01,16,11.2,8.1,118.2,50.9,Right,215lb
grantje01,12.6,8.8,3.9,18.2,51.5,Right,220lb
grantje02,12.6,6.1,1.9,8.3,47.3,Right,205lb
grantjo01,11.7,3,1.7,0.5,46.2,Right,223lb
grantpa01,4,1.8,1.1,0.1,44.8,Right,245lb
granttr01,18.7,13.8,4.1,11.6,52.5,Right,215lb
grantdo01,38.1,0,0,0,0,Right,215lb
gratedo01,0,2,0,0,,Right,185lb
gravebu01,0.8,1.3,0.5,0.1,33.3,Right,200lb
grayaa01,11.5,3.4,3.7,6.2,50.9,Right,270lb
grayde01,11.3,2.5,1.4,0.1,36.5,Left,240lb
grayed01,9.6,6.2,1.2,0.1,37.8,Right,210lb
grayev01,2.8,2.6,0.6,0.1,30,Right,235lb
grayga01,5.4,2.4,0.5,0.5,,Right,185lb
grayjo01,7.2,6.4,2,0.2,30.5,Right,180lb
grayle01,12.7,10.8,5.2,9.9,,Right,240lb
grayst01,8.6,2.3,2.6,3.3,44.6,Right,235lb
graysy01,11.2,8,5.2,0.7,42.1,Right,230lb
graywy01,0,5.4,0,2,,Right,175lb
grayeje01,12,7.4,3,9,46.3,Right,200lb
greacbo01,7.9,2.4,1.4,0.1,37.4,Right,206lb
greenac01,14.4,9.6,7.4,99.5,50.1,Right,220lb
greenda02,13.2,9,3.5,39.2,54.9,Right,215lb
greende01,4.7,0.9,0.9,0.1,21.4,Right,210lb
greendr01,15.3,9.1,6.9,43.3,50,Right,230lb
greener01,9.3,3.1,0.7,0.1,42,Right,185lb
greenge01,13,9.7,2.5,18.4,50.4,Right,205lb
greenja01,14.1,8.4,6.1,14.2,52.4,Right,227lb
greenje02,13.3,13.2,4.5,40.2,48.8,Right,235lb
greenjo01,17.1,11.6,8.6,58,,Left,200lb
greenke01,19.3,4.4,3.9,0.3,48.1,Right,215lb
greenke02,8.1,4.4,1.7,0.3,41.2,Right,210lb
greenla01,10.6,5.2,6.2,7.4,43,Right,210lb
greenli01,11.6,2.9,0.5,1.6,42.3,Right,185lb
greenlu01,10.5,4.3,3.6,0.5,38.3,Right,190lb
greenmi01,16.3,11.5,6.9,27.6,48,Right,200lb
greenri01,15.3,9.4,1.9,47.2,47.1,Right,170lb
greense01,9.7,4.2,1,1.3,40.5,Right,210lb
greensi01,9.1,9.2,4.3,10,,Right,185lb
greensi02,12.1,7.5,6.1,17.4,45.5,Right,220lb
greenst01,12,5.8,2.4,3.4,44.1,Right,220lb
greenta01,7,1.6,0.6,0.1,32,Right,177lb
greento01,8.3,3.9,1.2,0.3,,Right,185lb
greenwi01,11,8.3,1.8,12.9,47.1,Right,200lb
greendo01,10,6.1,2.4,1.5,46.3,Right,226lb
greenor01,6.1,2.5,1.5,0.7,40.4,Right,208lb
greenje01,9.8,4.9,3.3,0.4,,Right,195lb
greenda01,13.6,10.2,7.9,46.4,47.8,Right,222lb
greerha01,15.7,19.2,5,102.7,,Right,175lb
greerly01,14,4.1,0.7,0.7,49.6,Left,175lb
gregoga01,11.7,8.9,6.3,3.9,43.6,Right,225lb
gregocl01,12.9,5.4,3.9,0,45.6,Right,205lb
greigjo01,19.9,2.1,0.7,0.1,53.8,Right,215lb
grekino01,23.3,0,0,0,,Right,180lb
greveke01,12.9,11,2.4,26.5,44.8,Left,210lb
greyde01,8.8,8.8,5.6,0.6,41,Right,215lb
griffad01,11.8,4,3.2,16.3,45.2,Left,217lb
griffbl01,22.2,21.9,9,75.3,52.1,Right,250lb
griffed01,14.3,7.2,5.8,10.9,43,Right,220lb
griffgr01,6.8,4,2.9,0.1,,Right,190lb
griffpa01,11.9,5.1,5.5,19.6,50.5,Right,205lb
griffta01,5.2,1.3,0.3,0,40,Right,238lb
griffda01,14.6,16.2,3.3,22,48.7,Right,190lb
grigsch01,9.9,2.3,1.6,0,,Right,190lb
grimmde01,7.9,1.6,0.4,0,42.9,Right,230lb
grimswo01,0,2.9,0,0.6,,Right,185lb
groatdi01,18.2,11.9,3.3,2,,Right,180lb
grossbo01,14.7,8.9,4.4,30.7,51.2,Right,200lb
grossmi01,10,4.1,4.9,0.1,44.1,Right,230lb
groteje01,14.9,1.3,0.4,0.1,,Right,215lb
grozaal01,0,22.5,10.7,35.9,,Right,218lb
grubadi01,20.2,2,0,0,66.7,Right,184lb
grundan01,16.6,4.3,1.4,0.2,56.6,Right,180lb
grunfer01,12.7,7.4,2.6,25,48.1,Right,210lb
guarige01,9,3.2,2.3,1.2,,Right,220lb
gudmupe01,10.6,4.6,3.8,2.1,49.5,Right,260lb
gueriri01,17.3,17.3,5,69.2,,Right,195lb
guglito01,15.9,13,7.3,40.2,46.3,Right,240lb
guibean01,7.9,2.7,2.8,0.2,32.8,Right,225lb
guidija01,9.9,1.5,1.5,0.4,40.2,Right,255lb
gunthco01,0,10.6,0,8.6,,Right,190lb
gunthda01,31.6,2,3,0,,Right,190lb
guokaal01,0,3.8,0,1,,Right,200lb
guokama01,0,1.7,0,1.1,,Right,195lb
guokama02,9.8,5.8,2,26.7,,Right,175lb
gutiejo01,10.9,2.9,1.1,0.8,51.4,Right,191lb
guytoaj01,10.9,5.5,1,0.3,46,Right,180lb
hackeru01,10,5.5,3.3,0.4,41.1,Right,210lb
